"","Station","hour","minutezone","bikesout","bikesin","bikediff"
"15292","University Ave SE & Bedford Street SE",3,"30_44",0.00460829493087558,-0.00460829493087558,0
"15293","University Ave SE & Bedford Street SE",3,"45_59",0,-0.00460829493087558,-0.00460829493087558
"15294","University Ave SE & Bedford Street SE",4,"0_14",0.00460829493087558,-0.00460829493087558,0
"15295","University Ave SE & Bedford Street SE",4,"15_29",0.00460829493087558,-0.00921658986175115,-0.00460829493087558
"15296","University Ave SE & Bedford Street SE",4,"45_59",0,-0.00460829493087558,-0.00460829493087558
"15297","University Ave SE & Bedford Street SE",5,"15_29",0,-0.00460829493087558,-0.00460829493087558
"15298","University Ave SE & Bedford Street SE",5,"30_44",0,-0.00460829493087558,-0.00460829493087558
"15299","University Ave SE & Bedford Street SE",5,"45_59",0.00460829493087558,-0.00460829493087558,0
"15300","University Ave SE & Bedford Street SE",6,"15_29",0.00921658986175115,-0.00460829493087558,0.00460829493087558
"15301","University Ave SE & Bedford Street SE",6,"30_44",0.105990783410138,-0.00460829493087558,0.101382488479263
"15302","University Ave SE & Bedford Street SE",6,"45_59",0.0783410138248848,0,0.0783410138248848
"15303","University Ave SE & Bedford Street SE",7,"0_14",0.0138248847926267,-0.00460829493087558,0.00921658986175115
"15304","University Ave SE & Bedford Street SE",7,"15_29",0.0138248847926267,0,0.0138248847926267
"15305","University Ave SE & Bedford Street SE",7,"30_44",0.0276497695852535,0,0.0276497695852535
"15306","University Ave SE & Bedford Street SE",7,"45_59",0.0184331797235023,-0.0138248847926267,0.00460829493087558
"15307","University Ave SE & Bedford Street SE",8,"0_14",0.0645161290322581,-0.00460829493087558,0.0599078341013825
"15308","University Ave SE & Bedford Street SE",8,"15_29",0.0414746543778802,-0.0184331797235023,0.0230414746543779
"15309","University Ave SE & Bedford Street SE",8,"30_44",0.0783410138248848,-0.0230414746543779,0.0552995391705069
"15310","University Ave SE & Bedford Street SE",8,"45_59",0.0737327188940092,-0.00921658986175115,0.0645161290322581
"15311","University Ave SE & Bedford Street SE",9,"0_14",0.0967741935483871,0,0.0967741935483871
"15312","University Ave SE & Bedford Street SE",9,"15_29",0.0368663594470046,-0.00460829493087558,0.032258064516129
"15313","University Ave SE & Bedford Street SE",9,"30_44",0.0921658986175115,-0.00460829493087558,0.087557603686636
"15314","University Ave SE & Bedford Street SE",9,"45_59",0.110599078341014,-0.0138248847926267,0.0967741935483871
"15315","University Ave SE & Bedford Street SE",10,"0_14",0.0414746543778802,-0.00460829493087558,0.0368663594470046
"15316","University Ave SE & Bedford Street SE",10,"15_29",0.0783410138248848,-0.0138248847926267,0.0645161290322581
"15317","University Ave SE & Bedford Street SE",10,"30_44",0.0737327188940092,-0.0230414746543779,0.0506912442396313
"15318","University Ave SE & Bedford Street SE",10,"45_59",0.105990783410138,-0.00460829493087558,0.101382488479263
"15319","University Ave SE & Bedford Street SE",11,"0_14",0.0414746543778802,-0.00921658986175115,0.032258064516129
"15320","University Ave SE & Bedford Street SE",11,"15_29",0.0276497695852535,-0.0276497695852535,0
"15321","University Ave SE & Bedford Street SE",11,"30_44",0.032258064516129,-0.0184331797235023,0.0138248847926267
"15322","University Ave SE & Bedford Street SE",11,"45_59",0.0691244239631336,-0.0184331797235023,0.0506912442396313
"15323","University Ave SE & Bedford Street SE",12,"0_14",0.0691244239631336,-0.0230414746543779,0.0460829493087558
"15324","University Ave SE & Bedford Street SE",12,"15_29",0.0368663594470046,-0.0552995391705069,-0.0184331797235023
"15325","University Ave SE & Bedford Street SE",12,"30_44",0.0599078341013825,-0.0599078341013825,0
"15326","University Ave SE & Bedford Street SE",12,"45_59",0.0691244239631336,-0.0737327188940092,-0.00460829493087557
"15327","University Ave SE & Bedford Street SE",13,"0_14",0.0691244239631336,-0.0552995391705069,0.0138248847926267
"15328","University Ave SE & Bedford Street SE",13,"15_29",0.0967741935483871,-0.0276497695852535,0.0691244239631336
"15329","University Ave SE & Bedford Street SE",13,"30_44",0.0414746543778802,-0.0276497695852535,0.0138248847926267
"15330","University Ave SE & Bedford Street SE",13,"45_59",0.0829493087557604,-0.0691244239631336,0.0138248847926267
"15331","University Ave SE & Bedford Street SE",14,"0_14",0.0829493087557604,-0.0645161290322581,0.0184331797235023
"15332","University Ave SE & Bedford Street SE",14,"15_29",0.0599078341013825,-0.0506912442396313,0.00921658986175115
"15333","University Ave SE & Bedford Street SE",14,"30_44",0.0875576036866359,-0.0506912442396313,0.0368663594470046
"15334","University Ave SE & Bedford Street SE",14,"45_59",0.110599078341014,-0.0276497695852535,0.0829493087557604
"15335","University Ave SE & Bedford Street SE",15,"0_14",0.0599078341013825,-0.0829493087557604,-0.0230414746543779
"15336","University Ave SE & Bedford Street SE",15,"15_29",0.101382488479263,-0.0368663594470046,0.0645161290322581
"15337","University Ave SE & Bedford Street SE",15,"30_44",0.211981566820276,-0.0783410138248848,0.133640552995392
"15338","University Ave SE & Bedford Street SE",15,"45_59",0.165898617511521,-0.19815668202765,-0.032258064516129
"15339","University Ave SE & Bedford Street SE",16,"0_14",0.0414746543778802,-0.0921658986175115,-0.0506912442396313
"15340","University Ave SE & Bedford Street SE",16,"15_29",0.0506912442396313,-0.0552995391705069,-0.00460829493087558
"15341","University Ave SE & Bedford Street SE",16,"30_44",0.0829493087557604,-0.0414746543778802,0.0414746543778802
"15342","University Ave SE & Bedford Street SE",16,"45_59",0.0645161290322581,-0.0460829493087558,0.0184331797235023
"15343","University Ave SE & Bedford Street SE",17,"0_14",0.0599078341013825,-0.0460829493087558,0.0138248847926267
"15344","University Ave SE & Bedford Street SE",17,"15_29",0.0506912442396313,-0.105990783410138,-0.0552995391705069
"15345","University Ave SE & Bedford Street SE",17,"30_44",0.0599078341013825,-0.0552995391705069,0.00460829493087557
"15346","University Ave SE & Bedford Street SE",17,"45_59",0.110599078341014,-0.133640552995392,-0.0230414746543779
"15347","University Ave SE & Bedford Street SE",18,"0_14",0.0552995391705069,-0.0599078341013825,-0.00460829493087557
"15348","University Ave SE & Bedford Street SE",18,"15_29",0.0552995391705069,-0.0506912442396313,0.00460829493087558
"15349","University Ave SE & Bedford Street SE",18,"30_44",0.0414746543778802,-0.0460829493087558,-0.00460829493087558
"15350","University Ave SE & Bedford Street SE",18,"45_59",0.101382488479263,-0.0691244239631336,0.032258064516129
"15351","University Ave SE & Bedford Street SE",19,"0_14",0.0552995391705069,-0.0737327188940092,-0.0184331797235023
"15352","University Ave SE & Bedford Street SE",19,"15_29",0.0368663594470046,-0.0875576036866359,-0.0506912442396313
"15353","University Ave SE & Bedford Street SE",19,"30_44",0.0230414746543779,-0.0599078341013825,-0.0368663594470046
"15354","University Ave SE & Bedford Street SE",19,"45_59",0.0368663594470046,-0.0875576036866359,-0.0506912442396313
"15355","University Ave SE & Bedford Street SE",20,"0_14",0.0599078341013825,-0.0599078341013825,0
"15356","University Ave SE & Bedford Street SE",20,"15_29",0.0276497695852535,-0.0645161290322581,-0.0368663594470046
"15357","University Ave SE & Bedford Street SE",20,"30_44",0.0414746543778802,-0.0506912442396313,-0.00921658986175115
"15358","University Ave SE & Bedford Street SE",20,"45_59",0.0414746543778802,-0.0875576036866359,-0.0460829493087558
"15359","University Ave SE & Bedford Street SE",21,"0_14",0.0184331797235023,-0.0645161290322581,-0.0460829493087558
"15360","University Ave SE & Bedford Street SE",21,"15_29",0.032258064516129,-0.0414746543778802,-0.00921658986175115
"15361","University Ave SE & Bedford Street SE",21,"30_44",0.0230414746543779,-0.0645161290322581,-0.0414746543778802
"15362","University Ave SE & Bedford Street SE",21,"45_59",0.0138248847926267,-0.0460829493087558,-0.032258064516129
"15363","University Ave SE & Bedford Street SE",22,"0_14",0.0138248847926267,-0.0276497695852535,-0.0138248847926267
"15364","University Ave SE & Bedford Street SE",22,"15_29",0.032258064516129,-0.0414746543778802,-0.00921658986175115
"15365","University Ave SE & Bedford Street SE",22,"30_44",0.032258064516129,-0.0368663594470046,-0.00460829493087558
