"","Stationnumber","date","weekday","RidesOut","RidesIn","Rideoutminusin","Name","Latitude","Longitude","Total.docks"
"28835","30058",2017-05-29,"Mon",3,4,-1,"Elliot Hall",44.97685,-93.23818,15
"28836","30100",2017-05-29,"Mon",16,17,-1,"Lake Como Pavilion",44.981914,-93.143383,23
"28837","30065",2017-05-29,"Mon",11,9,2,"N Washington Ave & 9th Ave N",44.98987911,-93.27978373,15
"28838","30113",2017-05-29,"Mon",5,6,-1,"U of M St. Paul Student Center",44.984527,-93.185029,15
"28839","30149",2017-05-29,"Mon",17,18,-1,"Minnehaha Park",44.916906,-93.213587,27
"28840","30151",2017-05-29,"Mon",14,10,4,"Boom Island Park",44.99254,-93.270256,15
"28841","30196",2017-05-29,"Mon",4,3,1,"Civil Engineering",44.976096,-93.231958,23
"28842","30181",2017-05-29,"Mon",10,9,1,"5th Ave N & 4th Street N",44.98446,-93.277234,23
"28843","30195",2017-05-29,"Mon",8,4,4,"Willey Hall",44.972404,-93.242891,23
"28844","30061",2017-05-29,"Mon",14,11,3,"W 31st Street & Hennepin Ave S",44.946687,-93.29736,19
"28845","30092",2017-05-29,"Mon",1,4,-3,"2nd Street N & 8th Ave N",44.98961164,-93.27718735,19
"28846","30042",2017-05-29,"Mon",20,22,-2,"IDS Center",44.975641,-93.272185,23
"28847","30046",2017-05-29,"Mon",19,20,-1,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"28848","30155",2017-05-29,"Mon",1,1,0,"University of St. Thomas",44.93992412,-93.19278225,15
"28849","30052",2017-05-29,"Mon",4,2,2,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"28850","30019",2017-05-29,"Mon",10,8,2,"Social Sciences",44.97063898,-93.24355245,27
"28851","30083",2017-05-29,"Mon",3,3,0,"Wilder Street & Marshall Ave",44.948147,-93.185819,15
"28852","30156",2017-05-29,"Mon",6,6,0,"Lake Nokomis",44.915957,-93.242761,23
"28853","30117",2017-05-29,"Mon",2,1,1,"10th Street E & Cedar Street",44.950189,-93.09759,15
"28854","30175",2017-05-29,"Mon",2,3,-1,"18th Ave Trail & 2nd Street NE",45.006321,-93.266553,15
"28855","30171",2017-05-29,"Mon",6,5,1,"SE 3rd Ave & University Ave SE",44.985465,-93.252102,15
"28856","30093",2017-05-29,"Mon",15,21,-6,"West 15th Street & Willow",44.968237,-93.281991,23
"28857","30020",2017-05-29,"Mon",8,6,2,"YWCA Uptown",44.95131,-93.29853,19
"28858","30011",2017-05-29,"Mon",21,8,13,"North 2nd Street & 4th Ave N",44.986087,-93.272459,19
"28859","30112",2017-05-29,"Mon",5,4,1,"Central Ave NE & 22nd Ave NE",45.00994,-93.247114,15
"28860","30029",2017-05-29,"Mon",9,5,4,"Hennepin County Government Center",44.976602,-93.266701,41
"28861","30153",2017-05-29,"Mon",6,4,2,"Coldwater Spring",44.905043,-93.198283,15
"28862","30062",2017-05-29,"Mon",1,2,-1,"Minneapolis Farmers Market",44.98052,-93.28542,15
"28863","30001",2017-05-29,"Mon",9,10,-1,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"28864","30129",2017-05-29,"Mon",4,4,0,"Shepard Road & Sibley Street",44.94638658,-93.08343261,15
"28865","30039",2017-05-29,"Mon",8,3,5,"10th Street & Nicollet Mall",44.973839,-93.274544,19
"28866","30013",2017-05-29,"Mon",20,17,3,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"28867","30017",2017-05-29,"Mon",9,15,-6,"Lyndale Ave S & 22nd Street ",44.960744,-93.28815,19
"28868","30192",2017-05-29,"Mon",3,2,1,"Cooke Hall",44.976303,-93.230029,15
"28869","30111",2017-05-29,"Mon",2,2,0,"Hamline Ave N & University Ave",44.9559764,-93.15670252,15
"28870","30098",2017-05-29,"Mon",6,6,0,"Marshall Street NE & 8th Ave NE",44.995348,-93.266854,15
"28871","30120",2017-05-29,"Mon",2,2,0,"Kellogg Blvd E & Jackson Street",44.946191,-93.088802,15
"28872","30010",2017-05-29,"Mon",5,6,-1,"Hennepin & Laurel Ave",44.97391,-93.28305,15
"28873","30130",2017-05-29,"Mon",2,2,0,"Wabasha Street S & E Fillmore Ave",44.94065697,-93.09000671,17
"28874","30005",2017-05-29,"Mon",16,18,-2,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"28875","30025",2017-05-29,"Mon",8,10,-2,"Williamson Hall",44.977406,-93.234911,25
"28876","30162",2017-05-29,"Mon",4,6,-2,"Mississippi River Blvd & Summit Ave",44.940288,-93.197997,15
"28877","30187",2017-05-29,"Mon",8,6,2,"Groveland Ave & Clifton Place",44.966145,-93.286294,19
"28878","30063",2017-05-29,"Mon",4,3,1,"Elliot Park",44.970553,-93.26079,15
"28879","30051",2017-05-29,"Mon",7,4,3,"7th Street & 4th Ave S",44.97497,-93.266684,15
"28880","30102",2017-05-29,"Mon",2,0,2,"Como Park Conservatory",44.98025511,-93.15167874,19
"28881","30080",2017-05-29,"Mon",8,5,3,"Midtown YWCA",44.94823,-93.24054,15
"28882","30161",2017-05-29,"Mon",8,7,1,"27th Ave S & Minnehaha Ave",44.947329,-93.233092,15
"28883","30094",2017-05-29,"Mon",5,7,-2,"West 32nd Street & Bryant Ave S",44.94478,-93.29038,15
"28884","30176",2017-05-29,"Mon",8,8,0,"Washington Ave N & Cedar Lake Trail",44.985406,-93.274031,19
"28885","30167",2017-05-29,"Mon",3,0,3,"E 38th Street & 42nd Ave S",44.9342,-93.2125,15
"28886","30108",2017-05-29,"Mon",2,2,0,"Elliot Ave S & E 24th Street",44.95937384,-93.26101631,15
"28887","30139",2017-05-29,"Mon",2,0,2,"E 14th Street & N Robert Street ",44.954697,-93.097817,15
"28888","30188",2017-05-29,"Mon",7,7,0,"S 8th Street & 2nd Ave S",44.974795,-93.270649,19
"28889","30060",2017-05-29,"Mon",10,9,1,"Nicollet & Franklin",44.96342,-93.277939,23
"28890","30007",2017-05-29,"Mon",8,2,6,"9th Street & 4th Ave",44.97265,-93.26872,19
"28891","30143",2017-05-29,"Mon",2,6,-4,"Chicago Ave & S Washington Ave",44.977521,-93.256736,19
"28892","30041",2017-05-29,"Mon",1,2,-1,"Franklin & Portland",44.962846,-93.267526,15
"28893","30101",2017-05-29,"Mon",4,2,2,"N Milton Street & Summit Ave",44.941599,-93.138832,15
"28894","30004",2017-05-29,"Mon",5,7,-2,"11th Street & Hennepin",44.97534,-93.27869,23
"28895","30141",2017-05-29,"Mon",1,3,-2,"N Robert Street & E 10th Street",44.951132,-93.094545,19
"28896","30144",2017-05-29,"Mon",24,25,-1,"N 4th Ave & W River Parkway",44.988461,-93.269087,15
"28897","30135",2017-05-29,"Mon",3,2,1,"7th Street W & Grand Ave",44.94144,-93.10624,15
"28898","30008",2017-05-29,"Mon",7,7,0,"Midtown Exchange",44.94859,-93.2602,19
"28899","30097",2017-05-29,"Mon",3,2,1,"Pleasant Ave S &  Lake Street",44.948556,-93.283163,15
"28900","30121",2017-05-29,"Mon",1,2,-1,"7th Street E & Wacouta Street",44.950766,-93.089245,15
"28901","30055",2017-05-29,"Mon",4,9,-5,"Malcolm Ave SE & 5th Street SE",44.97337143,-93.21126401,24
"28902","30040",2017-05-29,"Mon",5,4,1,"11th Street & Marquette",44.97265,-93.27405,19
"28903","30053",2017-05-29,"Mon",7,6,1,"2nd Ave N & N 6th Street",44.980536,-93.275626,23
"28904","30132",2017-05-29,"Mon",1,0,1,"Kellogg Blvd & Wabasha Street",44.943846,-93.09227,15
"28905","30137",2017-05-29,"Mon",4,1,3,"Selby Ave & Virginia Street",44.9467,-93.1151,19
"28906","30125",2017-05-29,"Mon",2,2,0,"Cedar Street & Columbus Ave",44.95235098,-93.09954867,15
"28907","30090",2017-05-29,"Mon",12,17,-5,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"28908","30193",2017-05-29,"Mon",1,1,0,"Mariucci Arena",44.977899,-93.226629,25
"28909","30118",2017-05-29,"Mon",2,2,0,"7th Place & Jackson Street",44.949433,-93.091207,15
"28910","30140",2017-05-29,"Mon",3,0,3,"Rice Street & University Ave W",44.95562146,-93.10574323,15
"28911","30163",2017-05-29,"Mon",2,7,-5,"38th Street Light Rail Station",44.93434,-93.229338,15
"28912","30173",2017-05-29,"Mon",4,4,0,"22nd Ave NE & California Street NE",45.010119,-93.268598,15
"28913","30179",2017-05-29,"Mon",6,8,-2,"Park Ave & 4th Street S",44.97589503,-93.25998902,27
"28914","30114",2017-05-29,"Mon",3,4,-1,"3rd Ave S & E 38th Street",44.93387867,-93.27260882,11
"28915","30073",2017-05-29,"Mon",6,5,1,"West 34th Street  & Hennepin Ave S",44.941388,-93.298634,19
"28916","30087",2017-05-29,"Mon",5,8,-3,"Grant Street & Portland Ave",44.96954,-93.2669,15
"28917","30048",2017-05-29,"Mon",9,12,-3,"Dupont Ave & 22nd Street",44.96146,-93.29303,15
"28918","30066",2017-05-29,"Mon",6,6,0,"Wirth Beach",44.9798,-93.322066,15
"28919","30168",2017-05-29,"Mon",1,2,-1,"Marshall Street NE & Lowry Ave",45.01312,-93.27166,15
"28920","30033",2017-05-29,"Mon",1,2,-1,"Franklin & 11th Ave",44.96251,-93.2583,15
"28921","30177",2017-05-29,"Mon",2,1,1,"3rd Street NE & Lowry Ave NE",45.01304,-93.264573,15
"28922","30075",2017-05-29,"Mon",2,2,0,"Curfew Street & Ellis Ave.",44.96616,-93.20525,15
"28923","30178",2017-05-29,"Mon",4,2,2,"5th Street NE & 1st Ave NE",44.990328,-93.254295,15
"28924","30133",2017-05-29,"Mon",4,2,2,"Schmidt Brewery",44.92898,-93.124281,15
"28925","30124",2017-05-29,"Mon",2,5,-3,"Kellogg Blvd W & Smith Ave",44.945173,-93.103863,11
"28926","30076",2017-05-29,"Mon",2,2,0,"Carleton Street & University Ave ",44.963549,-93.195906,15
"28927","30174",2017-05-29,"Mon",5,7,-2,"Hiawatha Ave & E 50th Street",44.91294254,-93.21014017,15
"28928","30131",2017-05-29,"Mon",1,1,0,"Harriet Island",44.93768,-93.094532,19
"28929","30099",2017-05-29,"Mon",5,4,1,"Kowalski's Market",44.94010259,-93.15315127,15
"28930","30077",2017-05-29,"Mon",2,2,0,"Fairview Ave & University Ave",44.95665,-93.17706,15
"28931","30086",2017-05-29,"Mon",3,5,-2,"Macalester College",44.940218,-93.17022,15
"28932","30164",2017-05-29,"Mon",2,2,0,"Cleveland Ave S & Highland Parkway",44.919593,-93.187264,15
"28933","30148",2017-05-29,"Mon",4,6,-2,"46th Street Light Rail Station",44.920466,-93.21953,15
"28934","30069",2017-05-29,"Mon",1,1,0,"Farview Park",45.005994,-93.287559,15
"28935","30105",2017-05-29,"Mon",1,1,0,"Lexington Pkwy & University Ave",44.955363,-93.146379,15
"28936","30067",2017-05-29,"Mon",1,0,1,"Bryant Ave N & West Broadway",44.999341,-93.290941,15
"28937","30138",2017-05-29,"Mon",2,0,2,"University Ave & Western Ave",44.95562,-93.11665,15
"28938","30003",2017-05-29,"Mon",1,1,0,"Plymouth Ave N &  N Oliver Ave",44.991412,-93.306269,15
"28939","30119",2017-05-29,"Mon",8,2,6,"Union Depot",44.948399,-93.086584,23
"28940","30122",2017-05-29,"Mon",2,2,0,"Broadway Street N & 4th Street E",44.94965,-93.0845,19
"28941","30198",2017-05-29,"Mon",3,3,0,"Bohemian Flats",44.976223,-93.2416,15
"28942","30049",2017-05-29,"Mon",1,3,-2,"Nicollet Ave & W 37th Street",44.93531794,-93.27807784,15
"28943","30096",2017-05-29,"Mon",1,4,-3,"University Ave NE & 12th Ave NE",44.999874,-93.262955,15
"28944","30127",2017-05-29,"Mon",1,0,1,"Landmark Plaza",44.945267,-93.096114,15
"28945","30023",2017-05-29,"Mon",3,5,-2,"Chicago & 27th Street",44.95355,-93.26259,15
"28946","30035",2017-05-28,"Sun",27,24,3,"Loring Park",44.9715,-93.284927,15
"28947","30053",2017-05-28,"Sun",30,42,-12,"2nd Ave N & N 6th Street",44.980536,-93.275626,23
"28948","30140",2017-05-28,"Sun",4,3,1,"Rice Street & University Ave W",44.95562146,-93.10574323,15
"28949","30056",2017-05-28,"Sun",17,28,-11,"Target Field Station",44.98412539,-93.27903807,19
"28950","30043",2017-05-28,"Sun",36,33,3,"Lake Street & Humboldt",44.94865,-93.30077,19
"28951","30021",2017-05-28,"Sun",39,31,8,"2nd Ave N & Washington Ave N",44.98383,-93.27099,19
"28952","30180",2017-05-28,"Sun",9,10,-1,"3rd Street N & 8th Ave N",44.987996,-93.279854,19
"28953","30042",2017-05-28,"Sun",34,35,-1,"IDS Center",44.975641,-93.272185,23
"28954","30197",2017-05-28,"Sun",15,24,-9,"15th Ave SE & 4th Street SE",44.979878,-93.234739,23
"28955","30055",2017-05-28,"Sun",13,25,-12,"Malcolm Ave SE & 5th Street SE",44.97337143,-93.21126401,24
"28956","30115",2017-05-28,"Sun",19,20,-1,"Washington Ave SE & Union Street SE",44.97394,-93.2321,31
"28957","30058",2017-05-28,"Sun",14,6,8,"Elliot Hall",44.97685,-93.23818,15
"28958","30100",2017-05-28,"Sun",43,40,3,"Lake Como Pavilion",44.981914,-93.143383,23
"28959","30010",2017-05-28,"Sun",20,16,4,"Hennepin & Laurel Ave",44.97391,-93.28305,15
"28960","30184",2017-05-28,"Sun",28,22,6,"Hennepin Ave & S Washington Ave",44.981895,-93.269195,23
"28961","30013",2017-05-28,"Sun",36,40,-4,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"28962","30154",2017-05-28,"Sun",68,70,-2,"11th Ave S & S 2nd Street",44.97673,-93.252189,23
"28963","30202",2017-05-28,"Sun",44,48,-4,"Mill City Quarter",44.9805,-93.2618,23
"28964","30152",2017-05-28,"Sun",24,24,0,"Broadway & Marshall Street NE",44.998613,-93.268633,15
"28965","30112",2017-05-28,"Sun",7,6,1,"Central Ave NE & 22nd Ave NE",45.00994,-93.247114,15
"28966","30011",2017-05-28,"Sun",36,35,1,"North 2nd Street & 4th Ave N",44.986087,-93.272459,19
"28967","30025",2017-05-28,"Sun",14,13,1,"Williamson Hall",44.977406,-93.234911,25
"28968","30078",2017-05-28,"Sun",6,1,5,"Englewood Ave & N Asbury Street",44.964172,-93.165868,15
"28969","30020",2017-05-28,"Sun",28,19,9,"YWCA Uptown",44.95131,-93.29853,19
"28970","30008",2017-05-28,"Sun",13,14,-1,"Midtown Exchange",44.94859,-93.2602,19
"28971","30005",2017-05-28,"Sun",32,25,7,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"28972","30004",2017-05-28,"Sun",29,38,-9,"11th Street & Hennepin",44.97534,-93.27869,23
"28973","30143",2017-05-28,"Sun",25,21,4,"Chicago Ave & S Washington Ave",44.977521,-93.256736,19
"28974","30114",2017-05-28,"Sun",3,3,0,"3rd Ave S & E 38th Street",44.93387867,-93.27260882,11
"28975","30170",2017-05-28,"Sun",46,46,0,"Nicollet Island",44.985388,-93.26145,15
"28976","30192",2017-05-28,"Sun",6,4,2,"Cooke Hall",44.976303,-93.230029,15
"28977","30172",2017-05-28,"Sun",26,17,9,"2nd Street SE & 5th Ave SE",44.983321,-93.249653,15
"28978","30046",2017-05-28,"Sun",44,37,7,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"28979","30000",2017-05-28,"Sun",100,95,5,"100 Main Street SE",44.984892,-93.256551,27
"28980","30015",2017-05-28,"Sun",26,22,4,"Washington & Cedar",44.97344,-93.24748,20
"28981","30091",2017-05-28,"Sun",35,33,2,"Gateway Park",44.9825943,-93.2675139,19
"28982","30102",2017-05-28,"Sun",16,13,3,"Como Park Conservatory",44.98025511,-93.15167874,19
"28983","30022",2017-05-28,"Sun",26,29,-3,"26th Street & Lyndale",44.95548,-93.28775,15
"28984","30027",2017-05-28,"Sun",12,12,0,"4th Street S & 19th Ave",44.97003,-93.24519,19
"28985","30168",2017-05-28,"Sun",23,21,2,"Marshall Street NE & Lowry Ave",45.01312,-93.27166,15
"28986","30001",2017-05-28,"Sun",18,16,2,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"28987","30006",2017-05-28,"Sun",23,24,-1,"YWCA Downtown",44.972217,-93.276435,23
"28988","30052",2017-05-28,"Sun",13,15,-2,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"28989","30095",2017-05-28,"Sun",20,17,3,"West 36th Street & Bryant Ave S",44.93775,-93.2912,15
"28990","30034",2017-05-28,"Sun",17,21,-4,"Oak Street Ramp",44.97202,-93.22697,23
"28991","30076",2017-05-28,"Sun",4,0,4,"Carleton Street & University Ave ",44.963549,-93.195906,15
"28992","30009",2017-05-28,"Sun",34,37,-3,"4th Street & 13th Ave SE",44.98102,-93.23746,27
"28993","30109",2017-05-28,"Sun",12,9,3,"Como Ave SE & 29th Ave SE",44.987934,-93.212892,19
"28994","30158",2017-05-28,"Sun",166,185,-19,"Lake Street & Knox Ave S",44.9485,-93.305209,41
"28995","30045",2017-05-28,"Sun",14,15,-1,"Franklin & 28th Ave",44.962701,-93.230893,19
"28996","30014",2017-05-28,"Sun",9,6,3,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"28997","30089",2017-05-28,"Sun",96,103,-7,"Lake Calhoun Center",44.94846717,-93.31729442,27
"28998","30074",2017-05-28,"Sun",7,15,-8,"27th Ave SE & University Ave",44.97259,-93.218919,15
"28999","30040",2017-05-28,"Sun",46,25,21,"11th Street & Marquette",44.97265,-93.27405,19
"29000","30080",2017-05-28,"Sun",16,7,9,"Midtown YWCA",44.94823,-93.24054,15
"29001","30048",2017-05-28,"Sun",9,14,-5,"Dupont Ave & 22nd Street",44.96146,-93.29303,15
"29002","30050",2017-05-28,"Sun",6,6,0,"2nd Ave S & S 3rd Street",44.97974,-93.26599,27
"29003","30094",2017-05-28,"Sun",14,10,4,"West 32nd Street & Bryant Ave S",44.94478,-93.29038,15
"29004","30086",2017-05-28,"Sun",16,17,-1,"Macalester College",44.940218,-93.17022,15
"29005","30169",2017-05-28,"Sun",7,11,-4,"Marshall Street NE & 18th Ave NE",45.006229,-93.271571,15
"29006","30051",2017-05-28,"Sun",8,4,4,"7th Street & 4th Ave S",44.97497,-93.266684,15
"29007","30188",2017-05-28,"Sun",27,19,8,"S 8th Street & 2nd Ave S",44.974795,-93.270649,19
"29008","30044",2017-05-28,"Sun",21,16,5,"26th Street & Hennepin",44.9554734,-93.29714298,15
"29009","30016",2017-05-28,"Sun",22,29,-7,"Walker Art Center",44.96710368,-93.2890749,23
"29010","30026",2017-05-28,"Sun",7,6,1,"Mayo Memorial Building",44.97209,-93.23206,25
"29011","30177",2017-05-28,"Sun",3,5,-2,"3rd Street NE & Lowry Ave NE",45.01304,-93.264573,15
"29012","30151",2017-05-28,"Sun",22,22,0,"Boom Island Park",44.99254,-93.270256,15
"29013","30186",2017-05-28,"Sun",37,35,2,"S 5th Street & Nicollet Mall",44.97866518,-93.27050328,19
"29014","30029",2017-05-28,"Sun",19,16,3,"Hennepin County Government Center",44.976602,-93.266701,41
"29015","30031",2017-05-28,"Sun",11,7,4,"23rd Ave SE & 6th Street SE",44.977028,-93.221639,23
"29016","30088",2017-05-28,"Sun",64,56,8,"6th Ave SE & University Ave",44.983281,-93.24812,27
"29017","30155",2017-05-28,"Sun",10,7,3,"University of St. Thomas",44.93992412,-93.19278225,15
"29018","30194",2017-05-28,"Sun",4,9,-5,"23rd Ave SE & University Ave SE",44.974397,-93.223002,23
"29019","30137",2017-05-28,"Sun",8,6,2,"Selby Ave & Virginia Street",44.9467,-93.1151,19
"29020","30162",2017-05-28,"Sun",8,10,-2,"Mississippi River Blvd & Summit Ave",44.940288,-93.197997,15
"29021","30062",2017-05-28,"Sun",16,11,5,"Minneapolis Farmers Market",44.98052,-93.28542,15
"29022","30113",2017-05-28,"Sun",3,1,2,"U of M St. Paul Student Center",44.984527,-93.185029,15
"29023","30019",2017-05-28,"Sun",8,12,-4,"Social Sciences",44.97063898,-93.24355245,27
"29024","30147",2017-05-28,"Sun",36,37,-1,"Lake Street & West River Parkway",44.948452,-93.206201,15
"29025","30101",2017-05-28,"Sun",7,8,-1,"N Milton Street & Summit Ave",44.941599,-93.138832,15
"29026","30083",2017-05-28,"Sun",1,4,-3,"Wilder Street & Marshall Ave",44.948147,-93.185819,15
"29027","30124",2017-05-28,"Sun",13,10,3,"Kellogg Blvd W & Smith Ave",44.945173,-93.103863,11
"29028","30030",2017-05-28,"Sun",27,23,4,"South 2nd Street & 3rd Ave S",44.98092673,-93.26345444,23
"29029","30090",2017-05-28,"Sun",23,24,-1,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"29030","30179",2017-05-28,"Sun",25,16,9,"Park Ave & 4th Street S",44.97589503,-93.25998902,27
"29031","30144",2017-05-28,"Sun",26,27,-1,"N 4th Ave & W River Parkway",44.988461,-93.269087,15
"29032","30066",2017-05-28,"Sun",9,9,0,"Wirth Beach",44.9798,-93.322066,15
"29033","30039",2017-05-28,"Sun",21,18,3,"10th Street & Nicollet Mall",44.973839,-93.274544,19
"29034","30171",2017-05-28,"Sun",13,5,8,"SE 3rd Ave & University Ave SE",44.985465,-93.252102,15
"29035","30119",2017-05-28,"Sun",5,9,-4,"Union Depot",44.948399,-93.086584,23
"29036","30134",2017-05-28,"Sun",38,43,-5,"Upper Landing",44.940902,-93.098712,19
"29037","30165",2017-05-28,"Sun",7,16,-9,"Upton Ave S & Sheridan Ave S",44.92515,-93.314597,15
"29038","30082",2017-05-28,"Sun",7,8,-1,"N Victoria Street & University Ave ",44.956052,-93.136556,15
"29039","30185",2017-05-28,"Sun",5,2,3,"5th Street NE & 3rd Ave NE",44.991821,-93.255558,15
"29040","30093",2017-05-28,"Sun",28,28,0,"West 15th Street & Willow",44.968237,-93.281991,23
"29041","30129",2017-05-28,"Sun",16,19,-3,"Shepard Road & Sibley Street",44.94638658,-93.08343261,15
"29042","30182",2017-05-28,"Sun",8,10,-2,"Sanford Hall",44.980831,-93.240282,23
"29043","30104",2017-05-28,"Sun",29,37,-8,"Logan Park",44.99882,-93.25276,23
"29044","30018",2017-05-28,"Sun",24,29,-5,"MCAD",44.957214,-93.274981,17
"29045","30157",2017-05-28,"Sun",49,48,1,"Lake Harriet Bandshell",44.92936,-93.30713,25
"29046","30160",2017-05-28,"Sun",28,21,7,"Dupont Ave S & W 29th Street",44.949699,-93.293129,15
"29047","30063",2017-05-28,"Sun",4,5,-1,"Elliot Park",44.970553,-93.26079,15
"29048","30017",2017-05-28,"Sun",26,32,-6,"Lyndale Ave S & 22nd Street ",44.960744,-93.28815,19
"29049","30167",2017-05-28,"Sun",7,7,0,"E 38th Street & 42nd Ave S",44.9342,-93.2125,15
"29050","30159",2017-05-28,"Sun",31,38,-7,"Fort Snelling State Park",44.890527,-93.18237,19
"29051","30087",2017-05-28,"Sun",8,9,-1,"Grant Street & Portland Ave",44.96954,-93.2669,15
"29052","30195",2017-05-28,"Sun",10,8,2,"Willey Hall",44.972404,-93.242891,23
"29053","30187",2017-05-28,"Sun",26,22,4,"Groveland Ave & Clifton Place",44.966145,-93.286294,19
"29054","30012",2017-05-28,"Sun",11,17,-6,"Mpls Convention Center",44.970041,-93.275861,19
"29055","30174",2017-05-28,"Sun",40,40,0,"Hiawatha Ave & E 50th Street",44.91294254,-93.21014017,15
"29056","30149",2017-05-28,"Sun",88,92,-4,"Minnehaha Park",44.916906,-93.213587,27
"29057","30110",2017-05-28,"Sun",18,19,-1,"15th Ave SE & Como Ave SE",44.987517,-93.230469,19
"29058","30060",2017-05-28,"Sun",13,13,0,"Nicollet & Franklin",44.96342,-93.277939,23
"29059","30057",2017-05-28,"Sun",18,25,-7,"McNamara Center",44.9743,-93.22854,19
"29060","30181",2017-05-28,"Sun",16,9,7,"5th Ave N & 4th Street N",44.98446,-93.277234,23
"29061","30065",2017-05-28,"Sun",11,11,0,"N Washington Ave & 9th Ave N",44.98987911,-93.27978373,15
"29062","30002",2017-05-28,"Sun",1,1,0,"Riverside Ave & 23rd Ave S",44.967115,-93.240149,15
"29063","30085",2017-05-28,"Sun",8,5,3,"Grand Ave & Fairview Ave",44.940513,-93.177093,15
"29064","30117",2017-05-28,"Sun",5,4,1,"10th Street E & Cedar Street",44.950189,-93.09759,15
"29065","30098",2017-05-28,"Sun",11,17,-6,"Marshall Street NE & 8th Ave NE",44.995348,-93.266854,15
"29066","30097",2017-05-28,"Sun",8,3,5,"Pleasant Ave S &  Lake Street",44.948556,-93.283163,15
"29067","30196",2017-05-28,"Sun",5,2,3,"Civil Engineering",44.976096,-93.231958,23
"29068","30047",2017-05-28,"Sun",19,28,-9,"University & Bank Street SE",44.98717,-93.25576,19
"29069","30190",2017-05-28,"Sun",9,7,2,"7th Street SE & 10th Ave SE",44.985576,-93.238743,15
"29070","30189",2017-05-28,"Sun",11,12,-1,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,19
"29071","30068",2017-05-28,"Sun",2,0,2,"Girard Ave N & W Broadway Ave",44.99957,-93.297071,15
"29072","30131",2017-05-28,"Sun",13,15,-2,"Harriet Island",44.93768,-93.094532,19
"29073","30111",2017-05-28,"Sun",1,0,1,"Hamline Ave N & University Ave",44.9559764,-93.15670252,15
"29074","30141",2017-05-28,"Sun",6,8,-2,"N Robert Street & E 10th Street",44.951132,-93.094545,19
"29075","30166",2017-05-28,"Sun",65,60,5,"W 36th Street & W Calhoun Parkway",44.937817,-93.320212,19
"29076","30024",2017-05-28,"Sun",14,11,3,"Coffman Union",44.973378,-93.234762,35
"29077","30028",2017-05-28,"Sun",7,3,4,"Washington & Marquette",44.98087361,-93.26692522,19
"29078","30096",2017-05-28,"Sun",10,17,-7,"University Ave NE & 12th Ave NE",44.999874,-93.262955,15
"29079","30064",2017-05-28,"Sun",8,8,0,"28th Street & Nicollet Ave. S",44.9519,-93.27831,15
"29080","30033",2017-05-28,"Sun",10,10,0,"Franklin & 11th Ave",44.96251,-93.2583,15
"29081","30061",2017-05-28,"Sun",31,34,-3,"W 31st Street & Hennepin Ave S",44.946687,-93.29736,19
"29082","30079",2017-05-28,"Sun",3,0,3,"Sherburne Ave & Snelling Ave N",44.956624,-93.16734,15
"29083","30164",2017-05-28,"Sun",6,7,-1,"Cleveland Ave S & Highland Parkway",44.919593,-93.187264,15
"29084","30127",2017-05-28,"Sun",4,4,0,"Landmark Plaza",44.945267,-93.096114,15
"29085","30073",2017-05-28,"Sun",12,11,1,"West 34th Street  & Hennepin Ave S",44.941388,-93.298634,19
"29086","30121",2017-05-28,"Sun",1,1,0,"7th Street E & Wacouta Street",44.950766,-93.089245,15
"29087","30176",2017-05-28,"Sun",16,17,-1,"Washington Ave N & Cedar Lake Trail",44.985406,-93.274031,19
"29088","30163",2017-05-28,"Sun",5,4,1,"38th Street Light Rail Station",44.93434,-93.229338,15
"29089","30175",2017-05-28,"Sun",5,12,-7,"18th Ave Trail & 2nd Street NE",45.006321,-93.266553,15
"29090","30198",2017-05-28,"Sun",11,17,-6,"Bohemian Flats",44.976223,-93.2416,15
"29091","30103",2017-05-28,"Sun",4,5,-1,"Hague Ave & Dale Street",44.945736,-93.12661,15
"29092","30099",2017-05-28,"Sun",6,7,-1,"Kowalski's Market",44.94010259,-93.15315127,15
"29093","30156",2017-05-28,"Sun",48,48,0,"Lake Nokomis",44.915957,-93.242761,23
"29094","30150",2017-05-28,"Sun",14,6,8,"Fort Snelling Visitor Center",44.894044,-93.187381,19
"29095","30054",2017-05-28,"Sun",12,11,1,"Midtown Greenway & 5th Ave S",44.950371,-93.269278,15
"29096","30106",2017-05-28,"Sun",9,13,-4,"Dale Street & Grand Ave.",44.939779,-93.126261,15
"29097","30038",2017-05-28,"Sun",6,6,0,"E Franklin Ave & Bloomington Ave S",44.96285,-93.252269,15
