"","Stationnumber","date","weekday","RidesOut","RidesIn","Rideoutminusin","Name","Latitude","Longitude","Total.docks"
"11977","30116",2017-08-27,"Sun",1,0,1,"Minnesota History Center",44.949053,-93.10673,15
"11978","30092",2017-08-27,"Sun",10,11,-1,"2nd Street N & 8th Ave N",44.98961164,-93.27718735,19
"11979","30162",2017-08-27,"Sun",3,3,0,"Mississippi River Blvd & Summit Ave",44.940288,-93.197997,15
"11980","30001",2017-08-27,"Sun",13,7,6,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"11981","30109",2017-08-27,"Sun",5,8,-3,"Como Ave SE & 29th Ave SE",44.987934,-93.212892,19
"11982","30132",2017-08-27,"Sun",2,0,2,"Kellogg Blvd & Wabasha Street",44.943846,-93.09227,15
"11983","30127",2017-08-27,"Sun",5,3,2,"Landmark Plaza",44.945267,-93.096114,15
"11984","30081",2017-08-27,"Sun",3,7,-4,"East Lake Street & 36th Ave S",44.94826,-93.22106,15
"11985","30083",2017-08-27,"Sun",3,3,0,"Wilder Street & Marshall Ave",44.948147,-93.185819,15
"11986","30176",2017-08-27,"Sun",12,11,1,"Washington Ave N & Cedar Lake Trail",44.985406,-93.274031,19
"11987","30125",2017-08-27,"Sun",2,2,0,"Cedar Street & Columbus Ave",44.95235098,-93.09954867,15
"11988","30086",2017-08-27,"Sun",7,3,4,"Macalester College",44.940218,-93.17022,15
"11989","30094",2017-08-27,"Sun",9,9,0,"West 32nd Street & Bryant Ave S",44.94478,-93.29038,15
"11990","30073",2017-08-27,"Sun",5,5,0,"West 34th Street  & Hennepin Ave S",44.941388,-93.298634,19
"11991","30136",2017-08-27,"Sun",1,1,0,"Science Museum of Minnesota",44.942846,-93.097836,15
"11992","30076",2017-08-27,"Sun",2,2,0,"Carleton Street & University Ave ",44.963549,-93.195906,15
"11993","30203",2017-08-27,"Sun",2,1,1,"W 50th Street & W Minnehaha Pkwy",44.912125,-93.298552,23
"11994","30108",2017-08-27,"Sun",2,2,0,"Elliot Ave S & E 24th Street",44.95937384,-93.26101631,15
"11995","30078",2017-08-27,"Sun",2,0,2,"Englewood Ave & N Asbury Street",44.964172,-93.165868,15
"11996","30163",2017-08-27,"Sun",5,5,0,"38th Street Light Rail Station",44.93434,-93.229338,15
"11997","30156",2017-08-27,"Sun",11,16,-5,"Lake Nokomis",44.915957,-93.242761,23
"11998","30075",2017-08-27,"Sun",3,4,-1,"Curfew Street & Ellis Ave.",44.96616,-93.20525,15
"11999","30131",2017-08-27,"Sun",6,4,2,"Harriet Island",44.93768,-93.094532,19
"12000","30059",2017-08-27,"Sun",1,5,-4,"Glenwood Ave & N Morgan Ave",44.981147,-93.304427,15
"12001","30155",2017-08-27,"Sun",1,2,-1,"University of St. Thomas",44.93992412,-93.19278225,15
"12002","30106",2017-08-27,"Sun",1,0,1,"Dale Street & Grand Ave.",44.939779,-93.126261,15
"12003","30111",2017-08-27,"Sun",1,2,-1,"Hamline Ave N & University Ave",44.9559764,-93.15670252,15
"12004","30121",2017-08-27,"Sun",2,2,0,"7th Street E & Wacouta Street",44.950766,-93.089245,15
"12005","30101",2017-08-27,"Sun",1,3,-2,"N Milton Street & Summit Ave",44.941599,-93.138832,15
"12006","30124",2017-08-27,"Sun",2,0,2,"Kellogg Blvd W & Smith Ave",44.945173,-93.103863,11
"12007","30070",2017-08-27,"Sun",1,0,1,"West Broadway & Logan Ave N",45.002448,-93.305857,15
"12008","30130",2017-08-27,"Sun",4,6,-2,"Wabasha Street S & E Fillmore Ave",44.94065697,-93.09000671,17
"12009","30185",2017-08-27,"Sun",1,1,0,"5th Street NE & 3rd Ave NE",44.991821,-93.255558,15
"12010","30178",2017-08-27,"Sun",1,3,-2,"5th Street NE & 1st Ave NE",44.990328,-93.254295,15
"12011","30140",2017-08-27,"Sun",1,0,1,"Rice Street & University Ave W",44.95562146,-93.10574323,15
"12012","30069",2017-08-27,"Sun",1,1,0,"Farview Park",45.005994,-93.287559,15
"12013","30103",2017-08-27,"Sun",1,2,-1,"Hague Ave & Dale Street",44.945736,-93.12661,15
"12014","30079",2017-08-27,"Sun",1,1,0,"Sherburne Ave & Snelling Ave N",44.956624,-93.16734,15
"12015","30119",2017-08-27,"Sun",1,1,0,"Union Depot",44.948399,-93.086584,23
"12016","30082",2017-08-27,"Sun",1,0,1,"N Victoria Street & University Ave ",44.956052,-93.136556,15
"12017","30054",2017-08-26,"Sat",2,1,1,"Midtown Greenway & 5th Ave S",44.950371,-93.269278,15
"12018","30015",2017-08-26,"Sat",7,6,1,"Washington & Cedar",44.97344,-93.24748,20
"12019","30043",2017-08-26,"Sat",5,5,0,"Lake Street & Humboldt",44.94865,-93.30077,19
"12020","30186",2017-08-26,"Sat",8,9,-1,"S 5th Street & Nicollet Mall",44.97866518,-93.27050328,19
"12021","30074",2017-08-26,"Sat",11,13,-2,"27th Ave SE & University Ave",44.97259,-93.218919,15
"12022","30037",2017-08-26,"Sat",3,3,0,"Currie Park",44.969225,-93.251136,15
"12023","30198",2017-08-26,"Sat",13,12,1,"Bohemian Flats",44.976223,-93.2416,15
"12024","30030",2017-08-26,"Sat",9,8,1,"South 2nd Street & 3rd Ave S",44.98092673,-93.26345444,23
"12025","30087",2017-08-26,"Sat",13,9,4,"Grant Street & Portland Ave",44.96954,-93.2669,15
"12026","30097",2017-08-26,"Sat",2,3,-1,"Pleasant Ave S &  Lake Street",44.948556,-93.283163,15
"12027","30008",2017-08-26,"Sat",6,8,-2,"Midtown Exchange",44.94859,-93.2602,19
"12028","30088",2017-08-26,"Sat",15,15,0,"6th Ave SE & University Ave",44.983281,-93.24812,27
"12029","30090",2017-08-26,"Sat",6,7,-1,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"12030","30079",2017-08-26,"Sat",4,2,2,"Sherburne Ave & Snelling Ave N",44.956624,-93.16734,15
"12031","30020",2017-08-26,"Sat",3,6,-3,"YWCA Uptown",44.95131,-93.29853,19
"12032","30031",2017-08-26,"Sat",7,1,6,"23rd Ave SE & 6th Street SE",44.977028,-93.221639,23
"12033","30195",2017-08-26,"Sat",4,2,2,"Willey Hall",44.972404,-93.242891,23
"12034","30197",2017-08-26,"Sat",16,13,3,"15th Ave SE & 4th Street SE",44.979878,-93.234739,23
"12035","30115",2017-08-26,"Sat",8,15,-7,"Washington Ave SE & Union Street SE",44.97394,-93.2321,31
"12036","30179",2017-08-26,"Sat",7,4,3,"Park Ave & 4th Street S",44.97589503,-93.25998902,27
"12037","30114",2017-08-26,"Sat",1,0,1,"3rd Ave S & E 38th Street",44.93387867,-93.27260882,11
"12038","30050",2017-08-26,"Sat",14,6,8,"2nd Ave S & S 3rd Street",44.97974,-93.26599,27
"12039","30189",2017-08-26,"Sat",4,3,1,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,19
"12040","30160",2017-08-26,"Sat",7,6,1,"Dupont Ave S & W 29th Street",44.949699,-93.293129,15
"12041","30045",2017-08-26,"Sat",2,3,-1,"Franklin & 28th Ave",44.962701,-93.230893,19
"12042","30091",2017-08-26,"Sat",4,6,-2,"Gateway Park",44.9825943,-93.2675139,19
"12043","30047",2017-08-26,"Sat",9,8,1,"University & Bank Street SE",44.98717,-93.25576,19
"12044","30013",2017-08-26,"Sat",11,4,7,"Lyndale Ave S & W 29th Street",44.94948465,-93.28822732,19
"12045","30196",2017-08-26,"Sat",5,2,3,"Civil Engineering",44.976096,-93.231958,23
"12046","30042",2017-08-26,"Sat",5,9,-4,"IDS Center",44.975641,-93.272185,23
"12047","30093",2017-08-26,"Sat",10,6,4,"West 15th Street & Willow",44.968237,-93.281991,23
"12048","30190",2017-08-26,"Sat",10,7,3,"7th Street SE & 10th Ave SE",44.985576,-93.238743,15
"12049","30039",2017-08-26,"Sat",5,9,-4,"10th Street & Nicollet Mall",44.973839,-93.274544,19
"12050","30064",2017-08-26,"Sat",4,1,3,"28th Street & Nicollet Ave. S",44.9519,-93.27831,15
"12051","30048",2017-08-26,"Sat",10,11,-1,"Dupont Ave & 22nd Street",44.96146,-93.29303,15
"12052","30194",2017-08-26,"Sat",10,8,2,"23rd Ave SE & University Ave SE",44.974397,-93.223002,23
"12053","30098",2017-08-26,"Sat",3,2,1,"Marshall Street NE & 8th Ave NE",44.995348,-93.266854,15
"12054","30029",2017-08-26,"Sat",3,7,-4,"Hennepin County Government Center",44.976602,-93.266701,41
"12055","30040",2017-08-26,"Sat",3,3,0,"11th Street & Marquette",44.97265,-93.27405,19
"12056","30181",2017-08-26,"Sat",9,8,1,"5th Ave N & 4th Street N",44.98446,-93.277234,23
"12057","30137",2017-08-26,"Sat",6,3,3,"Selby Ave & Virginia Street",44.9467,-93.1151,19
"12058","30024",2017-08-26,"Sat",6,6,0,"Coffman Union",44.973378,-93.234762,35
"12059","30034",2017-08-26,"Sat",5,5,0,"Oak Street Ramp",44.97202,-93.22697,23
"12060","30083",2017-08-26,"Sat",4,2,2,"Wilder Street & Marshall Ave",44.948147,-93.185819,15
"12061","30060",2017-08-26,"Sat",4,6,-2,"Nicollet & Franklin",44.96342,-93.277939,23
"12062","30044",2017-08-26,"Sat",3,4,-1,"26th Street & Hennepin",44.9554734,-93.29714298,15
"12063","30010",2017-08-26,"Sat",4,9,-5,"Hennepin & Laurel Ave",44.97391,-93.28305,15
"12064","30053",2017-08-26,"Sat",11,5,6,"2nd Ave N & N 6th Street",44.980536,-93.275626,23
"12065","30158",2017-08-26,"Sat",9,16,-7,"Lake Street & Knox Ave S",44.9485,-93.305209,41
"12066","30152",2017-08-26,"Sat",3,0,3,"Broadway & Marshall Street NE",44.998613,-93.268633,15
"12067","30122",2017-08-26,"Sat",4,9,-5,"Broadway Street N & 4th Street E",44.94965,-93.0845,19
"12068","30113",2017-08-26,"Sat",7,4,3,"U of M St. Paul Student Center",44.984527,-93.185029,15
"12069","30017",2017-08-26,"Sat",9,6,3,"Lyndale Ave S & 22nd Street ",44.960744,-93.28815,19
"12070","30051",2017-08-26,"Sat",3,2,1,"7th Street & 4th Ave S",44.97497,-93.266684,15
"12071","30005",2017-08-26,"Sat",4,4,0,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"12072","30006",2017-08-26,"Sat",8,4,4,"YWCA Downtown",44.972217,-93.276435,23
"12073","30022",2017-08-26,"Sat",3,5,-2,"26th Street & Lyndale",44.95548,-93.28775,15
"12074","30014",2017-08-26,"Sat",10,5,5,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"12075","30202",2017-08-26,"Sat",9,10,-1,"Mill City Quarter",44.9805,-93.2618,23
"12076","30021",2017-08-26,"Sat",4,8,-4,"2nd Ave N & Washington Ave N",44.98383,-93.27099,19
"12077","30052",2017-08-26,"Sat",4,4,0,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"12078","30026",2017-08-26,"Sat",4,5,-1,"Mayo Memorial Building",44.97209,-93.23206,25
"12079","30163",2017-08-26,"Sat",1,2,-1,"38th Street Light Rail Station",44.93434,-93.229338,15
"12080","30143",2017-08-26,"Sat",6,10,-4,"Chicago Ave & S Washington Ave",44.977521,-93.256736,19
"12081","30110",2017-08-26,"Sat",9,2,7,"15th Ave SE & Como Ave SE",44.987517,-93.230469,19
"12082","30067",2017-08-26,"Sat",1,1,0,"Bryant Ave N & West Broadway",44.999341,-93.290941,15
"12083","30100",2017-08-26,"Sat",4,4,0,"Lake Como Pavilion",44.981914,-93.143383,23
"12084","30068",2017-08-26,"Sat",2,2,0,"Girard Ave N & W Broadway Ave",44.99957,-93.297071,15
"12085","30171",2017-08-26,"Sat",4,3,1,"SE 3rd Ave & University Ave SE",44.985465,-93.252102,15
"12086","30184",2017-08-26,"Sat",8,9,-1,"Hennepin Ave & S Washington Ave",44.981895,-93.269195,23
"12087","30106",2017-08-26,"Sat",2,1,1,"Dale Street & Grand Ave.",44.939779,-93.126261,15
"12088","30011",2017-08-26,"Sat",11,7,4,"North 2nd Street & 4th Ave N",44.986087,-93.272459,19
"12089","30156",2017-08-26,"Sat",2,1,1,"Lake Nokomis",44.915957,-93.242761,23
"12090","30027",2017-08-26,"Sat",4,5,-1,"4th Street S & 19th Ave",44.97003,-93.24519,19
"12091","30086",2017-08-26,"Sat",3,3,0,"Macalester College",44.940218,-93.17022,15
"12092","30081",2017-08-26,"Sat",3,2,1,"East Lake Street & 36th Ave S",44.94826,-93.22106,15
"12093","30028",2017-08-26,"Sat",3,3,0,"Washington & Marquette",44.98087361,-93.26692522,19
"12094","30056",2017-08-26,"Sat",8,1,7,"Target Field Station",44.98412539,-93.27903807,19
"12095","30188",2017-08-26,"Sat",3,2,1,"S 8th Street & 2nd Ave S",44.974795,-93.270649,19
"12096","30019",2017-08-26,"Sat",5,7,-2,"Social Sciences",44.97063898,-93.24355245,27
"12097","30124",2017-08-26,"Sat",2,3,-1,"Kellogg Blvd W & Smith Ave",44.945173,-93.103863,11
"12098","30046",2017-08-26,"Sat",4,1,3,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"12099","30009",2017-08-26,"Sat",11,11,0,"4th Street & 13th Ave SE",44.98102,-93.23746,27
"12100","30004",2017-08-26,"Sat",12,7,5,"11th Street & Hennepin",44.97534,-93.27869,23
"12101","30180",2017-08-26,"Sat",4,6,-2,"3rd Street N & 8th Ave N",44.987996,-93.279854,19
"12102","30077",2017-08-26,"Sat",1,1,0,"Fairview Ave & University Ave",44.95665,-93.17706,15
"12103","30187",2017-08-26,"Sat",7,4,3,"Groveland Ave & Clifton Place",44.966145,-93.286294,19
"12104","30057",2017-08-26,"Sat",3,5,-2,"McNamara Center",44.9743,-93.22854,19
"12105","30132",2017-08-26,"Sat",1,0,1,"Kellogg Blvd & Wabasha Street",44.943846,-93.09227,15
"12106","30103",2017-08-26,"Sat",2,2,0,"Hague Ave & Dale Street",44.945736,-93.12661,15
"12107","30000",2017-08-26,"Sat",6,9,-3,"100 Main Street SE",44.984892,-93.256551,27
"12108","30141",2017-08-26,"Sat",6,1,5,"N Robert Street & E 10th Street",44.951132,-93.094545,19
"12109","30016",2017-08-26,"Sat",4,4,0,"Walker Art Center",44.96710368,-93.2890749,23
"12110","30191",2017-08-26,"Sat",2,4,-2,"University Ave SE & Bedford Street SE",44.96876,-93.21003,15
"12111","30183",2017-08-26,"Sat",4,4,0,"Weisman Art Museum",44.973607,-93.237254,19
"12112","30178",2017-08-26,"Sat",4,3,1,"5th Street NE & 1st Ave NE",44.990328,-93.254295,15
"12113","30033",2017-08-26,"Sat",2,1,1,"Franklin & 11th Ave",44.96251,-93.2583,15
"12114","30018",2017-08-26,"Sat",5,10,-5,"MCAD",44.957214,-93.274981,17
"12115","30076",2017-08-26,"Sat",2,3,-1,"Carleton Street & University Ave ",44.963549,-93.195906,15
"12116","30192",2017-08-26,"Sat",1,1,0,"Cooke Hall",44.976303,-93.230029,15
"12117","30035",2017-08-26,"Sat",2,2,0,"Loring Park",44.9715,-93.284927,15
"12118","30154",2017-08-26,"Sat",7,11,-4,"11th Ave S & S 2nd Street",44.97673,-93.252189,23
"12119","30063",2017-08-26,"Sat",4,3,1,"Elliot Park",44.970553,-93.26079,15
"12120","30146",2017-08-26,"Sat",2,2,0,"North Mississippi Regional Park",45.042435,-93.283734,27
"12121","30085",2017-08-26,"Sat",1,1,0,"Grand Ave & Fairview Ave",44.940513,-93.177093,15
"12122","30003",2017-08-26,"Sat",1,0,1,"Plymouth Ave N &  N Oliver Ave",44.991412,-93.306269,15
"12123","30089",2017-08-26,"Sat",6,1,5,"Lake Calhoun Center",44.94846717,-93.31729442,27
"12124","30025",2017-08-26,"Sat",1,3,-2,"Williamson Hall",44.977406,-93.234911,25
"12125","30012",2017-08-26,"Sat",5,4,1,"Mpls Convention Center",44.970041,-93.275861,19
"12126","30134",2017-08-26,"Sat",13,13,0,"Upper Landing",44.940902,-93.098712,19
"12127","30065",2017-08-26,"Sat",2,1,1,"N Washington Ave & 9th Ave N",44.98987911,-93.27978373,15
"12128","30126",2017-08-26,"Sat",2,0,2,"5th Street E & Minnesota Street N",44.94683,-93.09231,19
"12129","30185",2017-08-26,"Sat",1,0,1,"5th Street NE & 3rd Ave NE",44.991821,-93.255558,15
"12130","30135",2017-08-26,"Sat",2,1,1,"7th Street W & Grand Ave",44.94144,-93.10624,15
"12131","30127",2017-08-26,"Sat",3,4,-1,"Landmark Plaza",44.945267,-93.096114,15
"12132","30095",2017-08-26,"Sat",1,1,0,"West 36th Street & Bryant Ave S",44.93775,-93.2912,15
"12133","30094",2017-08-26,"Sat",1,4,-3,"West 32nd Street & Bryant Ave S",44.94478,-93.29038,15
"12134","30149",2017-08-26,"Sat",7,11,-4,"Minnehaha Park",44.916906,-93.213587,27
"12135","30061",2017-08-26,"Sat",6,2,4,"W 31st Street & Hennepin Ave S",44.946687,-93.29736,19
"12136","30082",2017-08-26,"Sat",1,1,0,"N Victoria Street & University Ave ",44.956052,-93.136556,15
"12137","30165",2017-08-26,"Sat",2,0,2,"Upton Ave S & Sheridan Ave S",44.92515,-93.314597,15
"12138","30147",2017-08-26,"Sat",2,0,2,"Lake Street & West River Parkway",44.948452,-93.206201,15
"12139","30182",2017-08-26,"Sat",3,7,-4,"Sanford Hall",44.980831,-93.240282,23
"12140","30059",2017-08-26,"Sat",2,1,1,"Glenwood Ave & N Morgan Ave",44.981147,-93.304427,15
"12141","30001",2017-08-26,"Sat",1,0,1,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"12142","30144",2017-08-26,"Sat",3,4,-1,"N 4th Ave & W River Parkway",44.988461,-93.269087,15
"12143","30166",2017-08-26,"Sat",2,2,0,"W 36th Street & W Calhoun Parkway",44.937817,-93.320212,19
"12144","30157",2017-08-26,"Sat",7,7,0,"Lake Harriet Bandshell",44.92936,-93.30713,25
"12145","30007",2017-08-26,"Sat",6,5,1,"9th Street & 4th Ave",44.97265,-93.26872,19
"12146","30201",2017-08-26,"Sat",2,0,2,"Elwood Ave N & Oak Park Ave N",44.98716,-93.301944,15
"12147","30172",2017-08-26,"Sat",1,1,0,"2nd Street SE & 5th Ave SE",44.983321,-93.249653,15
"12148","30092",2017-08-26,"Sat",4,11,-7,"2nd Street N & 8th Ave N",44.98961164,-93.27718735,19
"12149","30038",2017-08-26,"Sat",2,2,0,"E Franklin Ave & Bloomington Ave S",44.96285,-93.252269,15
"12150","30125",2017-08-26,"Sat",2,0,2,"Cedar Street & Columbus Ave",44.95235098,-93.09954867,15
"12151","30096",2017-08-26,"Sat",1,0,1,"University Ave NE & 12th Ave NE",44.999874,-93.262955,15
"12152","30176",2017-08-26,"Sat",1,1,0,"Washington Ave N & Cedar Lake Trail",44.985406,-93.274031,19
"12153","30175",2017-08-26,"Sat",2,2,0,"18th Ave Trail & 2nd Street NE",45.006321,-93.266553,15
"12154","30073",2017-08-26,"Sat",3,0,3,"West 34th Street  & Hennepin Ave S",44.941388,-93.298634,19
"12155","30107",2017-08-26,"Sat",1,1,0,"Dale Street N & University Ave",44.956066,-93.126088,15
"12156","30002",2017-08-26,"Sat",1,2,-1,"Riverside Ave & 23rd Ave S",44.967115,-93.240149,15
"12157","30129",2017-08-26,"Sat",4,4,0,"Shepard Road & Sibley Street",44.94638658,-93.08343261,15
"12158","30062",2017-08-26,"Sat",2,3,-1,"Minneapolis Farmers Market",44.98052,-93.28542,15
"12159","30108",2017-08-26,"Sat",1,4,-3,"Elliot Ave S & E 24th Street",44.95937384,-93.26101631,15
"12160","30164",2017-08-26,"Sat",1,0,1,"Cleveland Ave S & Highland Parkway",44.919593,-93.187264,15
"12161","30023",2017-08-26,"Sat",1,0,1,"Chicago & 27th Street",44.95355,-93.26259,15
"12162","30177",2017-08-26,"Sat",1,0,1,"3rd Street NE & Lowry Ave NE",45.01304,-93.264573,15
"12163","30041",2017-08-26,"Sat",2,2,0,"Franklin & Portland",44.962846,-93.267526,15
"12164","30070",2017-08-26,"Sat",1,1,0,"West Broadway & Logan Ave N",45.002448,-93.305857,15
"12165","30140",2017-08-26,"Sat",1,0,1,"Rice Street & University Ave W",44.95562146,-93.10574323,15
"12166","30142",2017-08-26,"Sat",1,3,-2,"9th Street N & Hawthorne Ave",44.97731428,-93.27776134,27
"12167","30024",2017-08-25,"Fri",39,32,7,"Coffman Union",44.973378,-93.234762,35
"12168","30018",2017-08-25,"Fri",7,13,-6,"MCAD",44.957214,-93.274981,17
"12169","30194",2017-08-25,"Fri",8,13,-5,"23rd Ave SE & University Ave SE",44.974397,-93.223002,23
"12170","30115",2017-08-25,"Fri",41,30,11,"Washington Ave SE & Union Street SE",44.97394,-93.2321,31
"12171","30196",2017-08-25,"Fri",9,11,-2,"Civil Engineering",44.976096,-93.231958,23
"12172","30142",2017-08-25,"Fri",11,13,-2,"9th Street N & Hawthorne Ave",44.97731428,-93.27776134,27
"12173","30026",2017-08-25,"Fri",20,15,5,"Mayo Memorial Building",44.97209,-93.23206,25
"12174","30045",2017-08-25,"Fri",14,13,1,"Franklin & 28th Ave",44.962701,-93.230893,19
"12175","30136",2017-08-25,"Fri",5,3,2,"Science Museum of Minnesota",44.942846,-93.097836,15
"12176","30015",2017-08-25,"Fri",18,19,-1,"Washington & Cedar",44.97344,-93.24748,20
"12177","30027",2017-08-25,"Fri",13,23,-10,"4th Street S & 19th Ave",44.97003,-93.24519,19
"12178","30179",2017-08-25,"Fri",12,16,-4,"Park Ave & 4th Street S",44.97589503,-93.25998902,27
"12179","30031",2017-08-25,"Fri",19,18,1,"23rd Ave SE & 6th Street SE",44.977028,-93.221639,23
"12180","30016",2017-08-25,"Fri",24,25,-1,"Walker Art Center",44.96710368,-93.2890749,23
"12181","30130",2017-08-25,"Fri",2,5,-3,"Wabasha Street S & E Fillmore Ave",44.94065697,-93.09000671,17
"12182","30000",2017-08-25,"Fri",13,18,-5,"100 Main Street SE",44.984892,-93.256551,27
"12183","30079",2017-08-25,"Fri",1,4,-3,"Sherburne Ave & Snelling Ave N",44.956624,-93.16734,15
"12184","30064",2017-08-25,"Fri",7,8,-1,"28th Street & Nicollet Ave. S",44.9519,-93.27831,15
"12185","30057",2017-08-25,"Fri",32,20,12,"McNamara Center",44.9743,-93.22854,19
"12186","30082",2017-08-25,"Fri",1,0,1,"N Victoria Street & University Ave ",44.956052,-93.136556,15
"12187","30046",2017-08-25,"Fri",8,9,-1,"Washington Ave S & 10th Ave S",44.97654,-93.25535,19
"12188","30197",2017-08-25,"Fri",30,27,3,"15th Ave SE & 4th Street SE",44.979878,-93.234739,23
"12189","30030",2017-08-25,"Fri",22,19,3,"South 2nd Street & 3rd Ave S",44.98092673,-93.26345444,23
"12190","30090",2017-08-25,"Fri",12,10,2,"Portland Ave & Washington Ave",44.978068,-93.26023,19
"12191","30047",2017-08-25,"Fri",16,17,-1,"University & Bank Street SE",44.98717,-93.25576,19
"12192","30022",2017-08-25,"Fri",14,10,4,"26th Street & Lyndale",44.95548,-93.28775,15
"12193","30093",2017-08-25,"Fri",28,29,-1,"West 15th Street & Willow",44.968237,-93.281991,23
"12194","30091",2017-08-25,"Fri",20,16,4,"Gateway Park",44.9825943,-93.2675139,19
"12195","30060",2017-08-25,"Fri",11,12,-1,"Nicollet & Franklin",44.96342,-93.277939,23
"12196","30035",2017-08-25,"Fri",13,17,-4,"Loring Park",44.9715,-93.284927,15
"12197","30021",2017-08-25,"Fri",15,11,4,"2nd Ave N & Washington Ave N",44.98383,-93.27099,19
"12198","30184",2017-08-25,"Fri",20,16,4,"Hennepin Ave & S Washington Ave",44.981895,-93.269195,23
"12199","30063",2017-08-25,"Fri",9,8,1,"Elliot Park",44.970553,-93.26079,15
"12200","30048",2017-08-25,"Fri",12,6,6,"Dupont Ave & 22nd Street",44.96146,-93.29303,15
"12201","30009",2017-08-25,"Fri",34,25,9,"4th Street & 13th Ave SE",44.98102,-93.23746,27
"12202","30183",2017-08-25,"Fri",30,24,6,"Weisman Art Museum",44.973607,-93.237254,19
"12203","30186",2017-08-25,"Fri",31,28,3,"S 5th Street & Nicollet Mall",44.97866518,-93.27050328,19
"12204","30042",2017-08-25,"Fri",40,42,-2,"IDS Center",44.975641,-93.272185,23
"12205","30074",2017-08-25,"Fri",14,16,-2,"27th Ave SE & University Ave",44.97259,-93.218919,15
"12206","30170",2017-08-25,"Fri",6,11,-5,"Nicollet Island",44.985388,-93.26145,15
"12207","30005",2017-08-25,"Fri",6,16,-10,"Hennepin & Central Avenue NE",44.98889,-93.25392,15
"12208","30143",2017-08-25,"Fri",15,16,-1,"Chicago Ave & S Washington Ave",44.977521,-93.256736,19
"12209","30118",2017-08-25,"Fri",8,6,2,"7th Place & Jackson Street",44.949433,-93.091207,15
"12210","30158",2017-08-25,"Fri",20,22,-2,"Lake Street & Knox Ave S",44.9485,-93.305209,41
"12211","30121",2017-08-25,"Fri",1,0,1,"7th Street E & Wacouta Street",44.950766,-93.089245,15
"12212","30154",2017-08-25,"Fri",17,8,9,"11th Ave S & S 2nd Street",44.97673,-93.252189,23
"12213","30014",2017-08-25,"Fri",9,12,-3,"22nd Ave S & Franklin Ave",44.96293,-93.241042,15
"12214","30163",2017-08-25,"Fri",3,0,3,"38th Street Light Rail Station",44.93434,-93.229338,15
"12215","30077",2017-08-25,"Fri",1,1,0,"Fairview Ave & University Ave",44.95665,-93.17706,15
"12216","30010",2017-08-25,"Fri",9,5,4,"Hennepin & Laurel Ave",44.97391,-93.28305,15
"12217","30193",2017-08-25,"Fri",8,8,0,"Mariucci Arena",44.977899,-93.226629,25
"12218","30043",2017-08-25,"Fri",13,12,1,"Lake Street & Humboldt",44.94865,-93.30077,19
"12219","30058",2017-08-25,"Fri",3,2,1,"Elliot Hall",44.97685,-93.23818,15
"12220","30019",2017-08-25,"Fri",17,21,-4,"Social Sciences",44.97063898,-93.24355245,27
"12221","30041",2017-08-25,"Fri",9,10,-1,"Franklin & Portland",44.962846,-93.267526,15
"12222","30039",2017-08-25,"Fri",4,10,-6,"10th Street & Nicollet Mall",44.973839,-93.274544,19
"12223","30006",2017-08-25,"Fri",17,13,4,"YWCA Downtown",44.972217,-93.276435,23
"12224","30122",2017-08-25,"Fri",5,2,3,"Broadway Street N & 4th Street E",44.94965,-93.0845,19
"12225","30052",2017-08-25,"Fri",11,9,2,"Nicollet Mall & Grant Street",44.96995,-93.278133,15
"12226","30149",2017-08-25,"Fri",12,13,-1,"Minnehaha Park",44.916906,-93.213587,27
"12227","30152",2017-08-25,"Fri",6,6,0,"Broadway & Marshall Street NE",44.998613,-93.268633,15
"12228","30029",2017-08-25,"Fri",34,29,5,"Hennepin County Government Center",44.976602,-93.266701,41
"12229","30100",2017-08-25,"Fri",10,11,-1,"Lake Como Pavilion",44.981914,-93.143383,23
"12230","30008",2017-08-25,"Fri",11,10,1,"Midtown Exchange",44.94859,-93.2602,19
"12231","30113",2017-08-25,"Fri",9,14,-5,"U of M St. Paul Student Center",44.984527,-93.185029,15
"12232","30176",2017-08-25,"Fri",6,6,0,"Washington Ave N & Cedar Lake Trail",44.985406,-93.274031,19
"12233","30086",2017-08-25,"Fri",7,4,3,"Macalester College",44.940218,-93.17022,15
"12234","30001",2017-08-25,"Fri",5,5,0,"25th Street & 33rd Ave S",44.957341,-93.223374,15
"12235","30062",2017-08-25,"Fri",3,2,1,"Minneapolis Farmers Market",44.98052,-93.28542,15
"12236","30004",2017-08-25,"Fri",16,20,-4,"11th Street & Hennepin",44.97534,-93.27869,23
"12237","30056",2017-08-25,"Fri",5,6,-1,"Target Field Station",44.98412539,-93.27903807,19
"12238","30141",2017-08-25,"Fri",6,5,1,"N Robert Street & E 10th Street",44.951132,-93.094545,19
"12239","30012",2017-08-25,"Fri",7,3,4,"Mpls Convention Center",44.970041,-93.275861,19
"12240","30189",2017-08-25,"Fri",18,18,0,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,19
