"","Stationnumber","Name","weekday","RidesOut","RidesIn","Rideoutminusin"
"1096","30159","Fort Snelling State Park","Mon",1.41489361702128,1.40425531914894,0.0106382978723404
"1097","30159","Fort Snelling State Park","Fri",1.45,1.57,-0.12
"1098","30159","Fort Snelling State Park","Thu",1.15068493150685,1.12328767123288,0.0273972602739726
"1099","30159","Fort Snelling State Park","Tue",1.23728813559322,1.22033898305085,0.0169491525423729
"1100","30160","Dupont Ave S & W 29th Street","Sat",1.5207100591716,1.35502958579882,0.165680473372781
"1101","30160","Dupont Ave S & W 29th Street","Fri",1.00322580645161,1.00967741935484,-0.00645161290322581
"1102","30160","Dupont Ave S & W 29th Street","Thu",0.845201238390093,0.869969040247678,-0.0247678018575851
"1103","30160","Dupont Ave S & W 29th Street","Wed",0.957528957528958,0.930501930501931,0.027027027027027
"1104","30160","Dupont Ave S & W 29th Street","Tue",0.907692307692308,1.06153846153846,-0.153846153846154
"1105","30160","Dupont Ave S & W 29th Street","Mon",1.06204379562044,0.989051094890511,0.072992700729927
"1106","30160","Dupont Ave S & W 29th Street","Sun",1.50153846153846,1.21230769230769,0.289230769230769
"1107","30161","27th Ave S & Minnehaha Ave","Sat",1.04320987654321,1.10493827160494,-0.0617283950617284
"1108","30161","27th Ave S & Minnehaha Ave","Thu",0.654867256637168,0.84070796460177,-0.185840707964602
"1109","30161","27th Ave S & Minnehaha Ave","Tue",0.784313725490196,0.816993464052288,-0.0326797385620915
"1110","30161","27th Ave S & Minnehaha Ave","Mon",0.768115942028985,0.905797101449275,-0.13768115942029
"1111","30161","27th Ave S & Minnehaha Ave","Sun",1.3448275862069,1.30459770114943,0.0402298850574713
"1112","30161","27th Ave S & Minnehaha Ave","Wed",0.740740740740741,0.783950617283951,-0.0432098765432099
"1113","30161","27th Ave S & Minnehaha Ave","Fri",0.753846153846154,0.861538461538462,-0.107692307692308
"1114","30162","Mississippi River Blvd & Summit Ave","Sun",1.52153110047847,1.66028708133971,-0.138755980861244
"1115","30162","Mississippi River Blvd & Summit Ave","Wed",1.40196078431373,1.2843137254902,0.117647058823529
"1116","30162","Mississippi River Blvd & Summit Ave","Sat",1.68681318681319,1.6978021978022,-0.010989010989011
"1117","30162","Mississippi River Blvd & Summit Ave","Fri",1.34532374100719,1.2589928057554,0.0863309352517986
"1118","30162","Mississippi River Blvd & Summit Ave","Thu",1.08333333333333,1.05555555555556,0.0277777777777778
"1119","30162","Mississippi River Blvd & Summit Ave","Tue",1.37272727272727,1.33636363636364,0.0363636363636364
"1120","30162","Mississippi River Blvd & Summit Ave","Mon",1.30909090909091,1.44545454545455,-0.136363636363636
"1121","30163","38th Street Light Rail Station","Fri",0.801369863013699,0.794520547945205,0.00684931506849315
"1122","30163","38th Street Light Rail Station","Thu",0.648854961832061,0.748091603053435,-0.099236641221374
"1123","30163","38th Street Light Rail Station","Tue",0.796610169491525,0.559322033898305,0.23728813559322
"1124","30163","38th Street Light Rail Station","Mon",0.752293577981651,0.779816513761468,-0.0275229357798165
"1125","30163","38th Street Light Rail Station","Sun",0.952380952380952,0.968253968253968,-0.0158730158730159
"1126","30163","38th Street Light Rail Station","Sat",0.909090909090909,1.12121212121212,-0.212121212121212
"1127","30163","38th Street Light Rail Station","Wed",0.725352112676056,0.725352112676056,0
"1128","30164","Cleveland Ave S & Highland Parkway","Thu",0.680555555555556,0.805555555555556,-0.125
"1129","30164","Cleveland Ave S & Highland Parkway","Mon",0.790123456790123,0.975308641975309,-0.185185185185185
"1130","30164","Cleveland Ave S & Highland Parkway","Fri",0.723809523809524,0.761904761904762,-0.0380952380952381
"1131","30164","Cleveland Ave S & Highland Parkway","Sat",0.91304347826087,1.05217391304348,-0.139130434782609
"1132","30164","Cleveland Ave S & Highland Parkway","Wed",0.626666666666667,0.72,-0.0933333333333333
"1133","30164","Cleveland Ave S & Highland Parkway","Tue",0.616666666666667,0.766666666666667,-0.15
"1134","30164","Cleveland Ave S & Highland Parkway","Sun",1,0.954545454545455,0.0454545454545455
"1135","30165","Upton Ave S & Sheridan Ave S","Sat",1.59574468085106,1.5531914893617,0.0425531914893617
"1136","30165","Upton Ave S & Sheridan Ave S","Mon",0.901098901098901,1.16483516483516,-0.263736263736264
"1137","30165","Upton Ave S & Sheridan Ave S","Sun",1.18232044198895,1.26519337016575,-0.0828729281767956
"1138","30165","Upton Ave S & Sheridan Ave S","Fri",1.00680272108844,0.986394557823129,0.0204081632653061
"1139","30165","Upton Ave S & Sheridan Ave S","Thu",0.747572815533981,0.922330097087379,-0.174757281553398
"1140","30165","Upton Ave S & Sheridan Ave S","Wed",0.557894736842105,0.936842105263158,-0.378947368421053
"1141","30165","Upton Ave S & Sheridan Ave S","Tue",0.883495145631068,1,-0.116504854368932
"1142","30166","W 36th Street & W Calhoun Parkway","Sun",3.2112676056338,3.28169014084507,-0.0704225352112676
"1143","30166","W 36th Street & W Calhoun Parkway","Mon",2.27441860465116,2.16279069767442,0.111627906976744
"1144","30166","W 36th Street & W Calhoun Parkway","Sat",3.28145695364238,3.33112582781457,-0.0496688741721854
"1145","30166","W 36th Street & W Calhoun Parkway","Thu",1.97101449275362,1.90338164251208,0.0676328502415459
"1146","30166","W 36th Street & W Calhoun Parkway","Wed",1.79187817258883,1.79187817258883,0
"1147","30166","W 36th Street & W Calhoun Parkway","Tue",1.95774647887324,1.87323943661972,0.0845070422535211
"1148","30166","W 36th Street & W Calhoun Parkway","Fri",2.31726907630522,2.29317269076305,0.0240963855421687
"1149","30167","E 38th Street & 42nd Ave S","Tue",0.503401360544218,0.959183673469388,-0.45578231292517
"1150","30167","E 38th Street & 42nd Ave S","Mon",0.762962962962963,1.05185185185185,-0.288888888888889
"1151","30167","E 38th Street & 42nd Ave S","Sun",0.946666666666667,1.09333333333333,-0.146666666666667
"1152","30167","E 38th Street & 42nd Ave S","Sat",0.987179487179487,1.30128205128205,-0.314102564102564
"1153","30167","E 38th Street & 42nd Ave S","Fri",0.741721854304636,0.920529801324503,-0.178807947019868
"1154","30167","E 38th Street & 42nd Ave S","Thu",0.539823008849557,0.946902654867257,-0.407079646017699
"1155","30167","E 38th Street & 42nd Ave S","Wed",0.797979797979798,0.96969696969697,-0.171717171717172
"1156","30168","Marshall Street NE & Lowry Ave","Tue",0.797101449275362,0.840579710144927,-0.0434782608695652
"1157","30168","Marshall Street NE & Lowry Ave","Sun",1.00704225352113,1.40845070422535,-0.401408450704225
"1158","30168","Marshall Street NE & Lowry Ave","Sat",1.54545454545455,1.7979797979798,-0.252525252525253
"1159","30168","Marshall Street NE & Lowry Ave","Mon",0.924050632911392,1,-0.0759493670886076
"1160","30168","Marshall Street NE & Lowry Ave","Fri",1.17054263565891,1.09302325581395,0.0775193798449612
"1161","30168","Marshall Street NE & Lowry Ave","Thu",0.789473684210526,0.964912280701754,-0.175438596491228
"1162","30168","Marshall Street NE & Lowry Ave","Wed",0.73015873015873,0.873015873015873,-0.142857142857143
"1163","30169","Marshall Street NE & 18th Ave NE","Sun",1.22480620155039,1.14728682170543,0.0775193798449612
"1164","30169","Marshall Street NE & 18th Ave NE","Fri",1.14159292035398,1.14159292035398,0
"1165","30169","Marshall Street NE & 18th Ave NE","Thu",0.894736842105263,0.973684210526316,-0.0789473684210526
"1166","30169","Marshall Street NE & 18th Ave NE","Wed",1.03030303030303,1,0.0303030303030303
"1167","30169","Marshall Street NE & 18th Ave NE","Sat",1.50625,1.875,-0.36875
"1168","30169","Marshall Street NE & 18th Ave NE","Mon",1.15254237288136,1.33898305084746,-0.186440677966102
"1169","30169","Marshall Street NE & 18th Ave NE","Tue",0.791044776119403,0.91044776119403,-0.119402985074627
"1170","30170","Nicollet Island","Sat",2.0241935483871,1.84274193548387,0.181451612903226
"1171","30170","Nicollet Island","Fri",1.41422594142259,1.36401673640167,0.0502092050209205
"1172","30170","Nicollet Island","Thu",1.14084507042254,1.10798122065728,0.0328638497652582
"1173","30170","Nicollet Island","Wed",1.11650485436893,1.14077669902913,-0.0242718446601942
"1174","30170","Nicollet Island","Tue",1.24528301886792,1.28301886792453,-0.0377358490566038
"1175","30170","Nicollet Island","Sun",1.94366197183099,1.85446009389671,0.0892018779342723
"1176","30170","Nicollet Island","Mon",1.33668341708543,1.36683417085427,-0.0301507537688442
"1177","30171","SE 3rd Ave & University Ave SE","Sun",1.04830917874396,0.859903381642512,0.188405797101449
"1178","30171","SE 3rd Ave & University Ave SE","Fri",1.10507246376812,0.840579710144927,0.264492753623188
"1179","30171","SE 3rd Ave & University Ave SE","Thu",0.904761904761905,0.826530612244898,0.0782312925170068
"1180","30171","SE 3rd Ave & University Ave SE","Wed",0.858657243816254,0.791519434628975,0.0671378091872792
"1181","30171","SE 3rd Ave & University Ave SE","Tue",0.958762886597938,0.852233676975945,0.106529209621993
"1182","30171","SE 3rd Ave & University Ave SE","Mon",0.910852713178295,0.872093023255814,0.0387596899224806
"1183","30171","SE 3rd Ave & University Ave SE","Sat",1.21311475409836,1.06967213114754,0.14344262295082
"1184","30172","2nd Street SE & 5th Ave SE","Sun",1.41338582677165,1.37795275590551,0.0354330708661417
"1185","30172","2nd Street SE & 5th Ave SE","Sat",1.68045112781955,1.39473684210526,0.285714285714286
"1186","30172","2nd Street SE & 5th Ave SE","Fri",1.42990654205607,1.29283489096573,0.137071651090343
"1187","30172","2nd Street SE & 5th Ave SE","Thu",1.30169491525424,1.48813559322034,-0.186440677966102
"1188","30172","2nd Street SE & 5th Ave SE","Wed",1.27397260273973,1.32876712328767,-0.0547945205479452
"1189","30172","2nd Street SE & 5th Ave SE","Tue",1.33443708609272,1.43046357615894,-0.0960264900662252
"1190","30172","2nd Street SE & 5th Ave SE","Mon",1.22039473684211,1.42434210526316,-0.203947368421053
"1191","30173","22nd Ave NE & California Street NE","Mon",0.757281553398058,0.737864077669903,0.0194174757281553
"1192","30173","22nd Ave NE & California Street NE","Sun",1.08080808080808,0.707070707070707,0.373737373737374
"1193","30173","22nd Ave NE & California Street NE","Sat",0.944444444444444,1.25555555555556,-0.311111111111111
"1194","30173","22nd Ave NE & California Street NE","Fri",0.725,0.8,-0.075
"1195","30173","22nd Ave NE & California Street NE","Thu",0.735632183908046,0.655172413793103,0.0804597701149425
"1196","30173","22nd Ave NE & California Street NE","Wed",0.703296703296703,0.692307692307692,0.010989010989011
"1197","30173","22nd Ave NE & California Street NE","Tue",0.685714285714286,0.695238095238095,-0.00952380952380952
"1198","30174","Hiawatha Ave & E 50th Street","Sun",1.66355140186916,1.92990654205607,-0.266355140186916
"1199","30174","Hiawatha Ave & E 50th Street","Thu",1.00724637681159,1.18840579710145,-0.181159420289855
"1200","30174","Hiawatha Ave & E 50th Street","Wed",1.11949685534591,1.15094339622642,-0.0314465408805031
"1201","30174","Hiawatha Ave & E 50th Street","Sat",2.13333333333333,2.22222222222222,-0.0888888888888889
"1202","30174","Hiawatha Ave & E 50th Street","Tue",1.19753086419753,1.28395061728395,-0.0864197530864197
"1203","30174","Hiawatha Ave & E 50th Street","Mon",1.27225130890052,1.42931937172775,-0.157068062827225
